id_venta,id_pedido,id_cliente,nombre_cliente,correo_cliente,fecha_registro_cliente,canal_venta,categoria_producto,producto,cantidad,precio_unitario,subtotal_linea,tipo_pedido,con_reservacion,id_mesa,ubicacion_mesa,tipo_mesa,fecha_reservacion,estado_reservacion,fecha_pedido,hora_pedido,estado_pedido,metodo_pago,estado_pago,subtotal_pedido,impuestos,total_pedido,tiempo_entrega_min,calificacion_servicio,tipo_cliente,origen_ecommerce
1818,1734,209,Estefanía Morales,estefanía.morales209@correo.com,2026-08-03,Presencial (mostrador),Café frío,Frappé de café,1,57.17,57.17,en el lugar,True,7.0,Barra,pareja,2026-08-08,completada,2026-08-08,17:55:00,entregado,transferencia,pagado,330.98,52.96,383.94,20.0,4.0,Frecuente,False
1819,1735,168,Alejandro Vázquez,alejandro.vázquez168@correo.com,2025-07-22,Página web,Café frío,Café helado,1,48.83,48.83,para llevar,False,,,,,,2025-10-18,20:10:00,entregado,pago en línea,pagado,78.34,12.53,90.87,21.0,5.0,VIP,True
1820,1735,168,Alejandro Vázquez,alejandro.vázquez168@correo.com,2025-07-22,Página web,Bebidas calientes,Infusión de manzanilla,1,29.51,29.51,para llevar,False,,,,,,2025-10-18,20:10:00,entregado,pago en línea,pagado,78.34,12.53,90.87,21.0,5.0,VIP,True
1821,1736,150,Sergio García,sergio.garcía150@correo.com,2026-07-03,Presencial (mostrador),Alimentos,Sandwich club,2,53.57,107.14,para llevar,False,,,,,,2026-07-26,17:20:00,entregado,efectivo,pagado,275.55,44.09,319.64,18.0,4.0,Frecuente,False
1822,1736,150,Sergio García,sergio.garcía150@correo.com,2026-07-03,Presencial (mostrador),Café caliente,Café de olla,1,32.73,32.73,para llevar,False,,,,,,2026-07-26,17:20:00,entregado,efectivo,pagado,275.55,44.09,319.64,18.0,4.0,Frecuente,False
1823,1736,150,Sergio García,sergio.garcía150@correo.com,2026-07-03,Presencial (mostrador),Alimentos,Sandwich club,2,49.24,98.48,para llevar,False,,,,,,2026-07-26,17:20:00,entregado,efectivo,pagado,275.55,44.09,319.64,18.0,4.0,Frecuente,False
1824,1736,150,Sergio García,sergio.garcía150@correo.com,2026-07-03,Presencial (mostrador),Café frío,Cold brew,1,37.2,37.2,para llevar,False,,,,,,2026-07-26,17:20:00,entregado,efectivo,pagado,275.55,44.09,319.64,18.0,4.0,Frecuente,False
1825,1737,42,Renata Ortiz,renata.ortiz42@correo.com,2025-08-08,Presencial (mostrador),Alimentos,Panini de jamón y queso,3,53.61,160.83,en el lugar,False,19.0,Zona de estudio,pareja,,,2025-12-22,18:40:00,entregado,transferencia,pagado,221.62,35.46,257.08,9.0,2.0,Frecuente,False
1826,1737,42,Renata Ortiz,renata.ortiz42@correo.com,2025-08-08,Presencial (mostrador),Alimentos,Ensalada César,1,60.79,60.79,en el lugar,False,19.0,Zona de estudio,pareja,,,2025-12-22,18:40:00,entregado,transferencia,pagado,221.62,35.46,257.08,9.0,2.0,Frecuente,False
1827,1738,198,Adrián Reyes,adrián.reyes198@correo.com,2025-06-05,Presencial (mostrador),Bebidas calientes,Té chai,1,36.2,36.2,en el lugar,False,19.0,Terraza,grupal,,,2025-09-13,13:20:00,entregado,efectivo,pagado,179.12,28.66,207.78,16.0,3.0,Frecuente,False
1828,1738,198,Adrián Reyes,adrián.reyes198@correo.com,2025-06-05,Presencial (mostrador),Alimentos,Bagel con queso crema,3,47.64,142.92,en el lugar,False,19.0,Terraza,grupal,,,2025-09-13,13:20:00,entregado,efectivo,pagado,179.12,28.66,207.78,16.0,3.0,Frecuente,False
1829,1739,15,Renata Martínez,renata.martínez15@correo.com,2025-06-25,Presencial (mesero),Café caliente,Latte,1,41.24,41.24,en el lugar,True,18.0,Terraza,pareja,2025-10-26,completada,2025-10-26,07:40:00,entregado,efectivo,pagado,218.51,34.96,253.47,41.0,4.0,VIP,False
1830,1739,15,Renata Martínez,renata.martínez15@correo.com,2025-06-25,Presencial (mesero),Café frío,Cold brew,3,59.09,177.27,en el lugar,True,18.0,Terraza,pareja,2025-10-26,completada,2025-10-26,07:40:00,entregado,efectivo,pagado,218.51,34.96,253.47,41.0,4.0,VIP,False
1831,1740,226,Gabriela Díaz,gabriela.díaz226@correo.com,2025-04-03,Presencial (mostrador),Café caliente,Espresso,3,49.06,147.18,en el lugar,False,11.0,Barra,individual,,,2025-06-17,16:35:00,entregado,tarjeta,pagado,147.18,23.55,170.73,9.0,4.0,Frecuente,False
1832,1741,35,Gabriela Pérez,gabriela.pérez35@correo.com,2025-09-29,Presencial (mesero),Café caliente,Mocaccino,1,48.21,48.21,en el lugar,False,3.0,Salón principal,pareja,,,2025-11-10,12:10:00,cancelado,efectivo,reembolsado,266.16,42.59,308.75,,,Nuevo,False
1833,1741,35,Gabriela Pérez,gabriela.pérez35@correo.com,2025-09-29,Presencial (mesero),Bebidas frías,Té helado,3,34.38,103.14,en el lugar,False,3.0,Salón principal,pareja,,,2025-11-10,12:10:00,cancelado,efectivo,reembolsado,266.16,42.59,308.75,,,Nuevo,False
1834,1741,35,Gabriela Pérez,gabriela.pérez35@correo.com,2025-09-29,Presencial (mesero),Repostería,Muffin de arándano,3,38.27,114.81,en el lugar,False,3.0,Salón principal,pareja,,,2025-11-10,12:10:00,cancelado,efectivo,reembolsado,266.16,42.59,308.75,,,Nuevo,False
1835,1742,43,Marco Ramírez,marco.ramírez43@correo.com,2026-04-30,Página web,Repostería,Pay de queso,1,43.28,43.28,para llevar,False,,,,,,2026-06-06,19:20:00,listo,pago en línea,pagado,311.52,49.84,361.36,9.0,,VIP,True
1836,1742,43,Marco Ramírez,marco.ramírez43@correo.com,2026-04-30,Página web,Café caliente,Americano,3,32.74,98.22,para llevar,False,,,,,,2026-06-06,19:20:00,listo,pago en línea,pagado,311.52,49.84,361.36,9.0,,VIP,True
1837,1742,43,Marco Ramírez,marco.ramírez43@correo.com,2026-04-30,Página web,Repostería,Brownie,2,46.76,93.52,para llevar,False,,,,,,2026-06-06,19:20:00,listo,pago en línea,pagado,311.52,49.84,361.36,9.0,,VIP,True
1838,1742,43,Marco Ramírez,marco.ramírez43@correo.com,2026-04-30,Página web,Café caliente,Capuchino,2,38.25,76.5,para llevar,False,,,,,,2026-06-06,19:20:00,listo,pago en línea,pagado,311.52,49.84,361.36,9.0,,VIP,True
1839,1743,12,Diego Flores,diego.flores12@correo.com,2025-03-23,Presencial (mostrador),Café caliente,Capuchino,1,47.55,47.55,para llevar,False,,,,,,2025-05-07,16:00:00,entregado,tarjeta,pagado,278.42,44.55,322.97,28.0,5.0,Frecuente,False
1840,1743,12,Diego Flores,diego.flores12@correo.com,2025-03-23,Presencial (mostrador),Repostería,Brownie,2,30.25,60.5,para llevar,False,,,,,,2025-05-07,16:00:00,entregado,tarjeta,pagado,278.42,44.55,322.97,28.0,5.0,Frecuente,False
1841,1743,12,Diego Flores,diego.flores12@correo.com,2025-03-23,Presencial (mostrador),Alimentos,Sandwich club,3,56.79,170.37,para llevar,False,,,,,,2025-05-07,16:00:00,entregado,tarjeta,pagado,278.42,44.55,322.97,28.0,5.0,Frecuente,False
1842,1744,181,Sofía Jiménez,sofía.jiménez181@correo.com,2025-01-02,Página web,Alimentos,Bagel con queso crema,3,57.02,171.06,en el lugar,False,13.0,Terraza,grupal,,,2026-01-15,17:00:00,listo,pago en línea,pagado,171.06,27.37,198.43,43.0,,Frecuente,True
1843,1745,204,Regina Castillo,regina.castillo204@correo.com,2025-02-06,Presencial (mostrador),Café frío,Frappé de café,2,36.82,73.64,para llevar,False,,,,,,2026-05-23,16:25:00,entregado,transferencia,pagado,227.72,36.44,264.16,43.0,5.0,Frecuente,False
1844,1745,204,Regina Castillo,regina.castillo204@correo.com,2025-02-06,Presencial (mostrador),Café caliente,Espresso,3,51.36,154.08,para llevar,False,,,,,,2026-05-23,16:25:00,entregado,transferencia,pagado,227.72,36.44,264.16,43.0,5.0,Frecuente,False
1845,1746,20,Lucía López,lucía.lópez20@correo.com,2025-09-29,Página web,Alimentos,Bagel con queso crema,1,71.42,71.42,en el lugar,False,6.0,Barra,pareja,,,2026-06-26,18:00:00,en preparación,pago en línea,pagado,177.11,28.34,205.45,,,Frecuente,True
1846,1746,20,Lucía López,lucía.lópez20@correo.com,2025-09-29,Página web,Café caliente,Latte,3,35.23,105.69,en el lugar,False,6.0,Barra,pareja,,,2026-06-26,18:00:00,en preparación,pago en línea,pagado,177.11,28.34,205.45,,,Frecuente,True
1847,1747,250,Diego Romero,diego.romero250@correo.com,2025-02-14,Presencial (mostrador),Alimentos,Bagel con queso crema,2,63.41,126.82,en el lugar,False,17.0,Zona de estudio,pareja,,,2025-04-22,09:55:00,entregado,efectivo,pagado,185.38,29.66,215.04,10.0,5.0,VIP,False
1848,1747,250,Diego Romero,diego.romero250@correo.com,2025-02-14,Presencial (mostrador),Bebidas calientes,Infusión de manzanilla,2,29.28,58.56,en el lugar,False,17.0,Zona de estudio,pareja,,,2025-04-22,09:55:00,entregado,efectivo,pagado,185.38,29.66,215.04,10.0,5.0,VIP,False
1849,1748,247,Alejandro De la Cruz,alejandro.delacruz247@correo.com,2025-05-10,Presencial (mesero),Repostería,Brownie,2,48.91,97.82,en el lugar,True,12.0,Zona de estudio,individual,2026-07-03,completada,2026-07-04,13:20:00,entregado,transferencia,pagado,291.7,46.67,338.37,25.0,5.0,Frecuente,False
1850,1748,247,Alejandro De la Cruz,alejandro.delacruz247@correo.com,2025-05-10,Presencial (mesero),Repostería,Croissant,2,58.57,117.14,en el lugar,True,12.0,Zona de estudio,individual,2026-07-03,completada,2026-07-04,13:20:00,entregado,transferencia,pagado,291.7,46.67,338.37,25.0,5.0,Frecuente,False
1851,1748,247,Alejandro De la Cruz,alejandro.delacruz247@correo.com,2025-05-10,Presencial (mesero),Bebidas calientes,Té chai,2,38.37,76.74,en el lugar,True,12.0,Zona de estudio,individual,2026-07-03,completada,2026-07-04,13:20:00,entregado,transferencia,pagado,291.7,46.67,338.37,25.0,5.0,Frecuente,False
1852,1749,166,Raúl Cruz,raúl.cruz166@correo.com,2026-04-27,Página web,Repostería,Muffin de arándano,3,50.39,151.17,en el lugar,False,1.0,Salón principal,grupal,,,2026-08-15,11:40:00,entregado,pago en línea,pagado,204.47,32.72,237.19,29.0,4.0,VIP,True
1853,1749,166,Raúl Cruz,raúl.cruz166@correo.com,2026-04-27,Página web,Café frío,Frappuccino de caramelo,1,53.3,53.3,en el lugar,False,1.0,Salón principal,grupal,,,2026-08-15,11:40:00,entregado,pago en línea,pagado,204.47,32.72,237.19,29.0,4.0,VIP,True
1854,1750,106,Fernanda Cruz,fernanda.cruz106@correo.com,2025-05-17,Presencial (mesero),Bebidas calientes,Té chai,2,32.89,65.78,en el lugar,True,7.0,Salón principal,individual,2025-06-03,completada,2025-06-05,11:50:00,entregado,transferencia,pagado,337.74,54.04,391.78,15.0,4.0,Frecuente,False
1855,1750,106,Fernanda Cruz,fernanda.cruz106@correo.com,2025-05-17,Presencial (mesero),Café frío,Cold brew,3,59.18,177.54,en el lugar,True,7.0,Salón principal,individual,2025-06-03,completada,2025-06-05,11:50:00,entregado,transferencia,pagado,337.74,54.04,391.78,15.0,4.0,Frecuente,False
1856,1750,106,Fernanda Cruz,fernanda.cruz106@correo.com,2025-05-17,Presencial (mesero),Café caliente,Espresso,2,47.21,94.42,en el lugar,True,7.0,Salón principal,individual,2025-06-03,completada,2025-06-05,11:50:00,entregado,transferencia,pagado,337.74,54.04,391.78,15.0,4.0,Frecuente,False
1857,1751,131,Fernanda Pérez,fernanda.pérez131@correo.com,2025-11-15,Página web,Alimentos,Ensalada César,3,94.97,284.91,para llevar,False,,,,,,2025-12-09,16:15:00,entregado,pago en línea,pagado,335.99,53.76,389.75,40.0,2.0,Frecuente,True
1858,1751,131,Fernanda Pérez,fernanda.pérez131@correo.com,2025-11-15,Página web,Café caliente,Latte,1,51.08,51.08,para llevar,False,,,,,,2025-12-09,16:15:00,entregado,pago en línea,pagado,335.99,53.76,389.75,40.0,2.0,Frecuente,True
1859,1752,4,Diego Jiménez,diego.jiménez4@correo.com,2025-01-28,Presencial (mesero),Café frío,Cold brew,1,59.61,59.61,para llevar,False,,,,,,2026-06-20,19:25:00,cancelado,tarjeta,pendiente,59.61,9.54,69.15,,,VIP,False
1860,1753,63,María Martínez,maría.martínez63@correo.com,2026-07-05,Presencial (mostrador),Café frío,Frappuccino de caramelo,3,45.02,135.06,para llevar,False,,,,,,2026-08-11,08:25:00,entregado,transferencia,pagado,135.06,21.61,156.67,24.0,4.0,Frecuente,False
1861,1754,127,Diego Martínez,diego.martínez127@correo.com,2025-02-11,Página web,Bebidas frías,Té helado,2,36.17,72.34,en el lugar,True,1.0,Salón principal,pareja,2025-11-26,completada,2025-11-28,20:45:00,entregado,efectivo,pagado,198.6,31.78,230.38,9.0,5.0,Frecuente,True
1862,1754,127,Diego Martínez,diego.martínez127@correo.com,2025-02-11,Página web,Bebidas frías,Jugo de naranja,3,25.74,77.22,en el lugar,True,1.0,Salón principal,pareja,2025-11-26,completada,2025-11-28,20:45:00,entregado,efectivo,pagado,198.6,31.78,230.38,9.0,5.0,Frecuente,True
1863,1754,127,Diego Martínez,diego.martínez127@correo.com,2025-02-11,Página web,Bebidas frías,Agua mineral,2,24.52,49.04,en el lugar,True,1.0,Salón principal,pareja,2025-11-26,completada,2025-11-28,20:45:00,entregado,efectivo,pagado,198.6,31.78,230.38,9.0,5.0,Frecuente,True
1864,1755,61,Sergio Ramírez,sergio.ramírez61@correo.com,2025-09-29,Página web,Repostería,Concha,3,49.34,148.02,en el lugar,True,7.0,Salón principal,individual,2026-07-25,completada,2026-07-26,09:30:00,entregado,pago en línea,pagado,148.02,23.68,171.7,41.0,5.0,Frecuente,True
1865,1756,43,Marco Ramírez,marco.ramírez43@correo.com,2026-04-30,Página web,Alimentos,Panini de jamón y queso,1,66.43,66.43,para llevar,False,,,,,,2026-07-07,13:55:00,entregado,pago en línea,pagado,101.82,16.29,118.11,35.0,4.0,VIP,True
1866,1756,43,Marco Ramírez,marco.ramírez43@correo.com,2026-04-30,Página web,Bebidas calientes,Té chai,1,35.39,35.39,para llevar,False,,,,,,2026-07-07,13:55:00,entregado,pago en línea,pagado,101.82,16.29,118.11,35.0,4.0,VIP,True
1867,1757,228,Alejandro Vázquez,alejandro.vázquez228@correo.com,2026-01-26,Presencial (mesero),Café caliente,Latte,2,32.16,64.32,en el lugar,False,2.0,Salón principal,pareja,,,2026-08-13,20:00:00,entregado,transferencia,pagado,64.32,10.29,74.61,21.0,5.0,Frecuente,False
1868,1758,170,Ricardo Flores,ricardo.flores170@correo.com,2026-08-06,Página web,Alimentos,Sandwich club,3,69.27,207.81,para llevar,False,,,,,,2026-08-07,09:15:00,entregado,pago en línea,pagado,290.96,46.55,337.51,41.0,4.0,VIP,True
1869,1758,170,Ricardo Flores,ricardo.flores170@correo.com,2026-08-06,Página web,Alimentos,Panini de jamón y queso,1,83.15,83.15,para llevar,False,,,,,,2026-08-07,09:15:00,entregado,pago en línea,pagado,290.96,46.55,337.51,41.0,4.0,VIP,True
1870,1759,52,José Reyes,josé.reyes52@correo.com,2025-09-29,Presencial (mesero),Bebidas frías,Refresco de cola,2,35.6,71.2,para llevar,False,,,,,,2026-02-11,11:55:00,entregado,transferencia,pagado,71.2,11.39,82.59,38.0,5.0,VIP,False
1871,1760,27,Andrea García,andrea.garcía27@correo.com,2025-10-28,Página web,Café caliente,Espresso,2,46.01,92.02,para llevar,False,,,,,,2026-08-05,18:40:00,entregado,pago en línea,pagado,92.02,14.72,106.74,9.0,4.0,Frecuente,True
1872,1761,230,Diego Martínez,diego.martínez230@correo.com,2026-04-21,Página web,Repostería,Brownie,3,53.26,159.78,en el lugar,False,3.0,Zona de estudio,pareja,,,2026-07-07,20:00:00,entregado,transferencia,pagado,646.77,103.48,750.25,37.0,4.0,Recurrente,True
1873,1761,230,Diego Martínez,diego.martínez230@correo.com,2026-04-21,Página web,Alimentos,Panini de jamón y queso,3,83.33,249.99,en el lugar,False,3.0,Zona de estudio,pareja,,,2026-07-07,20:00:00,entregado,transferencia,pagado,646.77,103.48,750.25,37.0,4.0,Recurrente,True
1874,1761,230,Diego Martínez,diego.martínez230@correo.com,2026-04-21,Página web,Bebidas frías,Refresco de cola,3,37.39,112.17,en el lugar,False,3.0,Zona de estudio,pareja,,,2026-07-07,20:00:00,entregado,transferencia,pagado,646.77,103.48,750.25,37.0,4.0,Recurrente,True
1875,1761,230,Diego Martínez,diego.martínez230@correo.com,2026-04-21,Página web,Bebidas calientes,Té verde,3,41.61,124.83,en el lugar,False,3.0,Zona de estudio,pareja,,,2026-07-07,20:00:00,entregado,transferencia,pagado,646.77,103.48,750.25,37.0,4.0,Recurrente,True
1876,1762,215,María Ramírez,maría.ramírez215@correo.com,2026-01-26,Página web,Bebidas frías,Agua mineral,1,31.39,31.39,en el lugar,False,19.0,Salón principal,individual,,,2026-02-17,15:20:00,entregado,pago en línea,pagado,31.39,5.02,36.41,20.0,2.0,VIP,True
1877,1763,136,Andrea Hernández,andrea.hernández136@correo.com,2026-03-07,Página web,Bebidas frías,Té helado,3,39.8,119.4,para llevar,False,,,,,,2026-04-03,09:15:00,cancelado,pago en línea,pendiente,401.33,64.21,465.54,,,VIP,True
1878,1763,136,Andrea Hernández,andrea.hernández136@correo.com,2026-03-07,Página web,Alimentos,Bagel con queso crema,1,64.9,64.9,para llevar,False,,,,,,2026-04-03,09:15:00,cancelado,pago en línea,pendiente,401.33,64.21,465.54,,,VIP,True
1879,1763,136,Andrea Hernández,andrea.hernández136@correo.com,2026-03-07,Página web,Café caliente,Latte,2,48.62,97.24,para llevar,False,,,,,,2026-04-03,09:15:00,cancelado,pago en línea,pendiente,401.33,64.21,465.54,,,VIP,True
1880,1763,136,Andrea Hernández,andrea.hernández136@correo.com,2026-03-07,Página web,Café caliente,Mocaccino,3,39.93,119.79,para llevar,False,,,,,,2026-04-03,09:15:00,cancelado,pago en línea,pendiente,401.33,64.21,465.54,,,VIP,True
1881,1764,219,Alejandro López,alejandro.lópez219@correo.com,2025-04-10,Página web,Bebidas calientes,Chocolate caliente,2,42.97,85.94,para llevar,False,,,,,,2026-08-05,18:15:00,entregado,pago en línea,pagado,192.53,30.8,223.33,15.0,2.0,Recurrente,True
1882,1764,219,Alejandro López,alejandro.lópez219@correo.com,2025-04-10,Página web,Bebidas frías,Limonada,1,33.15,33.15,para llevar,False,,,,,,2026-08-05,18:15:00,entregado,pago en línea,pagado,192.53,30.8,223.33,15.0,2.0,Recurrente,True
1883,1764,219,Alejandro López,alejandro.lópez219@correo.com,2025-04-10,Página web,Bebidas frías,Té helado,2,36.72,73.44,para llevar,False,,,,,,2026-08-05,18:15:00,entregado,pago en línea,pagado,192.53,30.8,223.33,15.0,2.0,Recurrente,True
1884,1765,232,Camila Ortiz,camila.ortiz232@correo.com,2025-04-29,Presencial (mostrador),Bebidas frías,Agua mineral,1,30.89,30.89,para llevar,False,,,,,,2025-07-10,18:45:00,entregado,efectivo,pagado,320.1,51.22,371.32,35.0,4.0,Frecuente,False
1885,1765,232,Camila Ortiz,camila.ortiz232@correo.com,2025-04-29,Presencial (mostrador),Café frío,Frappuccino de caramelo,1,54.83,54.83,para llevar,False,,,,,,2025-07-10,18:45:00,entregado,efectivo,pagado,320.1,51.22,371.32,35.0,4.0,Frecuente,False
1886,1765,232,Camila Ortiz,camila.ortiz232@correo.com,2025-04-29,Presencial (mostrador),Café caliente,Café de olla,1,38.33,38.33,para llevar,False,,,,,,2025-07-10,18:45:00,entregado,efectivo,pagado,320.1,51.22,371.32,35.0,4.0,Frecuente,False
1887,1765,232,Camila Ortiz,camila.ortiz232@correo.com,2025-04-29,Presencial (mostrador),Alimentos,Ensalada César,3,65.35,196.05,para llevar,False,,,,,,2025-07-10,18:45:00,entregado,efectivo,pagado,320.1,51.22,371.32,35.0,4.0,Frecuente,False
1888,1766,131,Fernanda Pérez,fernanda.pérez131@correo.com,2025-11-15,Presencial (mesero),Alimentos,Bagel con queso crema,1,57.03,57.03,en el lugar,False,11.0,Zona de estudio,individual,,,2026-01-04,17:50:00,entregado,efectivo,pagado,176.55,28.25,204.8,40.0,5.0,Frecuente,False
1889,1766,131,Fernanda Pérez,fernanda.pérez131@correo.com,2025-11-15,Presencial (mesero),Repostería,Brownie,2,34.52,69.04,en el lugar,False,11.0,Zona de estudio,individual,,,2026-01-04,17:50:00,entregado,efectivo,pagado,176.55,28.25,204.8,40.0,5.0,Frecuente,False
1890,1766,131,Fernanda Pérez,fernanda.pérez131@correo.com,2025-11-15,Presencial (mesero),Café caliente,Espresso,1,50.48,50.48,en el lugar,False,11.0,Zona de estudio,individual,,,2026-01-04,17:50:00,entregado,efectivo,pagado,176.55,28.25,204.8,40.0,5.0,Frecuente,False
1891,1767,90,Karla Hernández,karla.hernández90@correo.com,2026-06-17,Presencial (mesero),Café caliente,Espresso,1,46.04,46.04,para llevar,False,,,,,,2026-08-11,16:30:00,cancelado,efectivo,reembolsado,82.51,13.2,95.71,,,Frecuente,False
1892,1767,90,Karla Hernández,karla.hernández90@correo.com,2026-06-17,Presencial (mesero),Bebidas frías,Agua mineral,1,36.47,36.47,para llevar,False,,,,,,2026-08-11,16:30:00,cancelado,efectivo,reembolsado,82.51,13.2,95.71,,,Frecuente,False
1893,1768,182,Raúl De la Cruz,raúl.delacruz182@correo.com,2025-07-12,Página web,Bebidas frías,Refresco de cola,2,32.84,65.68,en el lugar,True,20.0,Terraza,grupal,2025-08-12,completada,2025-08-14,13:40:00,entregado,pago en línea,pagado,91.69,14.67,106.36,25.0,4.0,Frecuente,True
1894,1768,182,Raúl De la Cruz,raúl.delacruz182@correo.com,2025-07-12,Página web,Bebidas calientes,Chocolate caliente,1,26.01,26.01,en el lugar,True,20.0,Terraza,grupal,2025-08-12,completada,2025-08-14,13:40:00,entregado,pago en línea,pagado,91.69,14.67,106.36,25.0,4.0,Frecuente,True
1895,1769,9,Yuleni Cruz,yuleni.cruz9@correo.com,2026-07-04,Página web,Café frío,Frappuccino de caramelo,3,57.89,173.67,para llevar,False,,,,,,2026-07-05,14:35:00,entregado,pago en línea,pagado,590.13,94.42,684.55,18.0,2.0,Frecuente,True
1896,1769,9,Yuleni Cruz,yuleni.cruz9@correo.com,2026-07-04,Página web,Alimentos,Bagel con queso crema,3,74.82,224.46,para llevar,False,,,,,,2026-07-05,14:35:00,entregado,pago en línea,pagado,590.13,94.42,684.55,18.0,2.0,Frecuente,True
1897,1769,9,Yuleni Cruz,yuleni.cruz9@correo.com,2026-07-04,Página web,Repostería,Concha,2,44.44,88.88,para llevar,False,,,,,,2026-07-05,14:35:00,entregado,pago en línea,pagado,590.13,94.42,684.55,18.0,2.0,Frecuente,True
1898,1769,9,Yuleni Cruz,yuleni.cruz9@correo.com,2026-07-04,Página web,Café caliente,Mocaccino,2,51.56,103.12,para llevar,False,,,,,,2026-07-05,14:35:00,entregado,pago en línea,pagado,590.13,94.42,684.55,18.0,2.0,Frecuente,True
1899,1770,158,Sofía Ortiz,sofía.ortiz158@correo.com,2025-03-17,Presencial (mostrador),Café caliente,Americano,1,53.76,53.76,en el lugar,False,9.0,Terraza,individual,,,2025-05-24,19:20:00,entregado,tarjeta,pagado,103.78,16.6,120.38,33.0,5.0,Frecuente,False
1900,1770,158,Sofía Ortiz,sofía.ortiz158@correo.com,2025-03-17,Presencial (mostrador),Repostería,Muffin de arándano,1,50.02,50.02,en el lugar,False,9.0,Terraza,individual,,,2025-05-24,19:20:00,entregado,tarjeta,pagado,103.78,16.6,120.38,33.0,5.0,Frecuente,False
1901,1771,39,Michelle Vázquez,michelle.vázquez39@correo.com,2026-07-22,Presencial (mesero),Café caliente,Café de olla,2,32.41,64.82,para llevar,False,,,,,,2026-07-25,14:40:00,entregado,efectivo,pagado,64.82,10.37,75.19,35.0,5.0,Frecuente,False
1902,1772,141,Regina Gómez,regina.gómez141@correo.com,2025-07-06,Presencial (mesero),Alimentos,Sandwich club,3,54.52,163.56,para llevar,False,,,,,,2025-11-04,20:40:00,entregado,transferencia,pagado,331.55,53.05,384.6,45.0,2.0,Frecuente,False
1903,1772,141,Regina Gómez,regina.gómez141@correo.com,2025-07-06,Presencial (mesero),Alimentos,Sandwich club,1,89.57,89.57,para llevar,False,,,,,,2025-11-04,20:40:00,entregado,transferencia,pagado,331.55,53.05,384.6,45.0,2.0,Frecuente,False
1904,1772,141,Regina Gómez,regina.gómez141@correo.com,2025-07-06,Presencial (mesero),Bebidas frías,Agua mineral,3,26.14,78.42,para llevar,False,,,,,,2025-11-04,20:40:00,entregado,transferencia,pagado,331.55,53.05,384.6,45.0,2.0,Frecuente,False
1905,1773,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Presencial (mesero),Repostería,Muffin de arándano,2,59.82,119.64,para llevar,False,,,,,,2025-10-09,07:10:00,entregado,efectivo,pagado,436.62,69.86,506.48,19.0,4.0,Frecuente,False
1906,1773,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Presencial (mesero),Café frío,Frappuccino de caramelo,3,41.15,123.45,para llevar,False,,,,,,2025-10-09,07:10:00,entregado,efectivo,pagado,436.62,69.86,506.48,19.0,4.0,Frecuente,False
1907,1773,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Presencial (mesero),Repostería,Concha,2,38.94,77.88,para llevar,False,,,,,,2025-10-09,07:10:00,entregado,efectivo,pagado,436.62,69.86,506.48,19.0,4.0,Frecuente,False
1908,1773,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Presencial (mesero),Bebidas frías,Té helado,3,38.55,115.65,para llevar,False,,,,,,2025-10-09,07:10:00,entregado,efectivo,pagado,436.62,69.86,506.48,19.0,4.0,Frecuente,False
1909,1774,178,María Pérez,maría.pérez178@correo.com,2025-12-04,Presencial (mostrador),Café frío,Café helado,3,57.04,171.12,en el lugar,False,19.0,Salón principal,individual,,,2026-01-11,07:10:00,entregado,tarjeta,pagado,606.62,97.06,703.68,34.0,1.0,Frecuente,False
1910,1774,178,María Pérez,maría.pérez178@correo.com,2025-12-04,Presencial (mostrador),Alimentos,Panini de jamón y queso,1,56.69,56.69,en el lugar,False,19.0,Salón principal,individual,,,2026-01-11,07:10:00,entregado,tarjeta,pagado,606.62,97.06,703.68,34.0,1.0,Frecuente,False
1911,1774,178,María Pérez,maría.pérez178@correo.com,2025-12-04,Presencial (mostrador),Alimentos,Bagel con queso crema,3,88.74,266.22,en el lugar,False,19.0,Salón principal,individual,,,2026-01-11,07:10:00,entregado,tarjeta,pagado,606.62,97.06,703.68,34.0,1.0,Frecuente,False
1912,1774,178,María Pérez,maría.pérez178@correo.com,2025-12-04,Presencial (mostrador),Bebidas frías,Limonada,3,37.53,112.59,en el lugar,False,19.0,Salón principal,individual,,,2026-01-11,07:10:00,entregado,tarjeta,pagado,606.62,97.06,703.68,34.0,1.0,Frecuente,False
1913,1775,218,Diego Romero,diego.romero218@correo.com,2025-12-27,Presencial (mostrador),Alimentos,Sandwich club,1,67.68,67.68,para llevar,False,,,,,,2026-01-03,12:15:00,listo,tarjeta,pagado,298.2,47.71,345.91,42.0,,Frecuente,False
1914,1775,218,Diego Romero,diego.romero218@correo.com,2025-12-27,Presencial (mostrador),Bebidas calientes,Té chai,2,33.05,66.1,para llevar,False,,,,,,2026-01-03,12:15:00,listo,tarjeta,pagado,298.2,47.71,345.91,42.0,,Frecuente,False
1915,1775,218,Diego Romero,diego.romero218@correo.com,2025-12-27,Presencial (mostrador),Alimentos,Bagel con queso crema,1,90.02,90.02,para llevar,False,,,,,,2026-01-03,12:15:00,listo,tarjeta,pagado,298.2,47.71,345.91,42.0,,Frecuente,False
